"","species_year","genus_species_subspecies","censusyear","N_present","N_born","N_died"
"1694","Sorocea affinis_2005","Sorocea affinis",2005,1443,152,240
"1695","Sorocea affinis_2010","Sorocea affinis",2010,1341,100,202
"1696","Sorocea affinis_2015","Sorocea affinis",2015,1274,102,169
"1697","Spachea membranacea_1982","Spachea membranacea",1982,8,8,0
"1698","Spachea membranacea_1985","Spachea membranacea",1985,9,2,1
"1699","Spachea membranacea_1990","Spachea membranacea",1990,8,1,2
"1700","Spachea membranacea_1995","Spachea membranacea",1995,8,1,1
"1701","Spachea membranacea_2000","Spachea membranacea",2000,8,0,0
"1702","Spachea membranacea_2005","Spachea membranacea",2005,7,0,1
"1703","Spachea membranacea_2010","Spachea membranacea",2010,5,0,2
"1704","Spachea membranacea_2015","Spachea membranacea",2015,5,0,0
"1705","Spondias mombin_1982","Spondias mombin",1982,11,11,0
"1706","Spondias mombin_1985","Spondias mombin",1985,11,1,1
"1707","Spondias mombin_1990","Spondias mombin",1990,12,1,0
"1708","Spondias mombin_1995","Spondias mombin",1995,15,3,0
"1709","Spondias mombin_2000","Spondias mombin",2000,16,2,1
"1710","Spondias mombin_2005","Spondias mombin",2005,17,2,1
"1711","Spondias mombin_2010","Spondias mombin",2010,19,2,0
"1712","Spondias mombin_2015","Spondias mombin",2015,19,0,0
"1713","Spondias radlkoferi_1982","Spondias radlkoferi",1982,23,23,0
"1714","Spondias radlkoferi_1985","Spondias radlkoferi",1985,26,7,4
"1715","Spondias radlkoferi_1990","Spondias radlkoferi",1990,26,1,1
"1716","Spondias radlkoferi_1995","Spondias radlkoferi",1995,25,1,2
"1717","Spondias radlkoferi_2000","Spondias radlkoferi",2000,28,3,0
"1718","Spondias radlkoferi_2005","Spondias radlkoferi",2005,26,0,2
"1719","Spondias radlkoferi_2010","Spondias radlkoferi",2010,25,2,3
"1720","Spondias radlkoferi_2015","Spondias radlkoferi",2015,23,3,5
"1721","Stemmadenia grandiflora_1982","Stemmadenia grandiflora",1982,1,1,0
"1722","Stemmadenia grandiflora_1985","Stemmadenia grandiflora",1985,1,0,0
"1723","Stemmadenia grandiflora_1990","Stemmadenia grandiflora",1990,0,0,1
"1724","Stemmadenia grandiflora_1995","Stemmadenia grandiflora",1995,0,0,0
"1725","Stemmadenia grandiflora_2000","Stemmadenia grandiflora",2000,0,0,0
"1726","Stemmadenia grandiflora_2005","Stemmadenia grandiflora",2005,0,0,0
"1727","Stemmadenia grandiflora_2010","Stemmadenia grandiflora",2010,0,0,0
"1728","Stemmadenia grandiflora_2015","Stemmadenia grandiflora",2015,0,0,0
"1729","Sterculia apetala apetala_1982","Sterculia apetala apetala",1982,9,9,0
"1730","Sterculia apetala apetala_1985","Sterculia apetala apetala",1985,9,0,0
"1731","Sterculia apetala apetala_1990","Sterculia apetala apetala",1990,8,0,1
"1732","Sterculia apetala apetala_1995","Sterculia apetala apetala",1995,11,3,0
"1733","Sterculia apetala apetala_2000","Sterculia apetala apetala",2000,10,0,1
"1734","Sterculia apetala apetala_2005","Sterculia apetala apetala",2005,11,1,0
"1735","Sterculia apetala apetala_2010","Sterculia apetala apetala",2010,12,2,1
"1736","Sterculia apetala apetala_2015","Sterculia apetala apetala",2015,10,0,2
"1737","Stylogyne turbacensis_1982","Stylogyne turbacensis",1982,136,136,0
"1738","Stylogyne turbacensis_1985","Stylogyne turbacensis",1985,158,32,10
"1739","Stylogyne turbacensis_1990","Stylogyne turbacensis",1990,150,25,33
"1740","Stylogyne turbacensis_1995","Stylogyne turbacensis",1995,148,22,24
"1741","Stylogyne turbacensis_2000","Stylogyne turbacensis",2000,124,9,33
"1742","Stylogyne turbacensis_2005","Stylogyne turbacensis",2005,120,17,21
"1743","Stylogyne turbacensis_2010","Stylogyne turbacensis",2010,112,14,22
"1744","Stylogyne turbacensis_2015","Stylogyne turbacensis",2015,126,35,21
"1745","Swartzia simplex continentalis_1982","Swartzia simplex continentalis",1982,786,786,0
"1746","Swartzia simplex continentalis_1985","Swartzia simplex continentalis",1985,899,124,11
"1747","Swartzia simplex continentalis_1990","Swartzia simplex continentalis",1990,944,83,38
"1748","Swartzia simplex continentalis_1995","Swartzia simplex continentalis",1995,961,52,35
"1749","Swartzia simplex continentalis_2000","Swartzia simplex continentalis",2000,978,56,39
"1750","Swartzia simplex continentalis_2005","Swartzia simplex continentalis",2005,1014,71,35
"1751","Swartzia simplex continentalis_2010","Swartzia simplex continentalis",2010,1033,65,46
"1752","Swartzia simplex continentalis_2015","Swartzia simplex continentalis",2015,1049,70,54
"1753","Swartzia simplex grandiflora_1982","Swartzia simplex grandiflora",1982,256,256,0
"1754","Swartzia simplex grandiflora_1985","Swartzia simplex grandiflora",1985,264,18,10
"1755","Swartzia simplex grandiflora_1990","Swartzia simplex grandiflora",1990,275,20,9
"1756","Swartzia simplex grandiflora_1995","Swartzia simplex grandiflora",1995,281,13,7
"1757","Swartzia simplex grandiflora_2000","Swartzia simplex grandiflora",2000,284,13,10
"1758","Swartzia simplex grandiflora_2005","Swartzia simplex grandiflora",2005,283,15,16
"1759","Swartzia simplex grandiflora_2010","Swartzia simplex grandiflora",2010,306,34,11
"1760","Swartzia simplex grandiflora_2015","Swartzia simplex grandiflora",2015,309,20,17
"1761","Symphonia globulifera_1982","Symphonia globulifera",1982,16,16,0
"1762","Symphonia globulifera_1985","Symphonia globulifera",1985,9,1,8
"1763","Symphonia globulifera_1990","Symphonia globulifera",1990,6,1,4
"1764","Symphonia globulifera_1995","Symphonia globulifera",1995,9,3,0
"1765","Symphonia globulifera_2000","Symphonia globulifera",2000,7,0,2
"1766","Symphonia globulifera_2005","Symphonia globulifera",2005,6,1,2
"1767","Symphonia globulifera_2010","Symphonia globulifera",2010,6,1,1
"1768","Symphonia globulifera_2015","Symphonia globulifera",2015,5,0,1
"1769","Tabebuia guayacan_1982","Tabebuia guayacan",1982,18,18,0
"1770","Tabebuia guayacan_1985","Tabebuia guayacan",1985,19,1,0
"1771","Tabebuia guayacan_1990","Tabebuia guayacan",1990,19,1,1
"1772","Tabebuia guayacan_1995","Tabebuia guayacan",1995,19,0,0
"1773","Tabebuia guayacan_2000","Tabebuia guayacan",2000,19,1,1
"1774","Tabebuia guayacan_2005","Tabebuia guayacan",2005,18,0,1
"1775","Tabebuia guayacan_2010","Tabebuia guayacan",2010,17,0,1
"1776","Tabebuia guayacan_2015","Tabebuia guayacan",2015,17,0,0
"1777","Tabebuia rosea_1982","Tabebuia rosea",1982,29,29,0
"1778","Tabebuia rosea_1985","Tabebuia rosea",1985,23,0,6
"1779","Tabebuia rosea_1990","Tabebuia rosea",1990,21,1,3
"1780","Tabebuia rosea_1995","Tabebuia rosea",1995,21,1,1
"1781","Tabebuia rosea_2000","Tabebuia rosea",2000,22,1,0
"1782","Tabebuia rosea_2005","Tabebuia rosea",2005,22,1,1
"1783","Tabebuia rosea_2010","Tabebuia rosea",2010,21,1,2
"1784","Tabebuia rosea_2015","Tabebuia rosea",2015,18,0,3
"1785","Tabernaemontana arborea_1982","Tabernaemontana arborea",1982,125,125,0
"1786","Tabernaemontana arborea_1985","Tabernaemontana arborea",1985,150,30,5
"1787","Tabernaemontana arborea_1990","Tabernaemontana arborea",1990,141,14,23
"1788","Tabernaemontana arborea_1995","Tabernaemontana arborea",1995,147,14,8
"1789","Tabernaemontana arborea_2000","Tabernaemontana arborea",2000,158,19,8
"1790","Tabernaemontana arborea_2005","Tabernaemontana arborea",2005,161,17,14
"1791","Tabernaemontana arborea_2010","Tabernaemontana arborea",2010,155,9,15
"1792","Tabernaemontana arborea_2015","Tabernaemontana arborea",2015,151,20,24
"1793","Tachigali versicolor_1982","Tachigali versicolor",1982,14,14,0
"1794","Tachigali versicolor_1985","Tachigali versicolor",1985,9,0,5
"1795","Tachigali versicolor_1990","Tachigali versicolor",1990,5,0,4
"1796","Tachigali versicolor_1995","Tachigali versicolor",1995,6,1,0
"1797","Tachigali versicolor_2000","Tachigali versicolor",2000,6,2,2
"1798","Tachigali versicolor_2005","Tachigali versicolor",2005,4,2,4
"1799","Tachigali versicolor_2010","Tachigali versicolor",2010,5,3,2
"1800","Tachigali versicolor_2015","Tachigali versicolor",2015,8,3,0
"1801","Talisia croatii_1982","Talisia croatii",1982,23,23,0
"1802","Talisia croatii_1985","Talisia croatii",1985,26,5,2
"1803","Talisia croatii_1990","Talisia croatii",1990,20,1,7
"1804","Talisia croatii_1995","Talisia croatii",1995,17,0,3
"1805","Talisia croatii_2000","Talisia croatii",2000,16,0,1
"1806","Talisia croatii_2005","Talisia croatii",2005,16,1,1
"1807","Talisia croatii_2010","Talisia croatii",2010,16,1,1
"1808","Talisia croatii_2015","Talisia croatii",2015,17,1,0
"1809","Talisia nervosa_1982","Talisia nervosa",1982,348,348,0
"1810","Talisia nervosa_1985","Talisia nervosa",1985,394,60,14
"1811","Talisia nervosa_1990","Talisia nervosa",1990,404,46,36
"1812","Talisia nervosa_1995","Talisia nervosa",1995,415,29,18
"1813","Talisia nervosa_2000","Talisia nervosa",2000,428,36,23
"1814","Talisia nervosa_2005","Talisia nervosa",2005,431,28,25
"1815","Talisia nervosa_2010","Talisia nervosa",2010,427,26,30
"1816","Talisia nervosa_2015","Talisia nervosa",2015,435,32,24
"1817","Terminalia amazonia_1982","Terminalia amazonia",1982,11,11,0
"1818","Terminalia amazonia_1985","Terminalia amazonia",1985,11,1,1
"1819","Terminalia amazonia_1990","Terminalia amazonia",1990,13,2,0
"1820","Terminalia amazonia_1995","Terminalia amazonia",1995,14,1,0
"1821","Terminalia amazonia_2000","Terminalia amazonia",2000,16,2,0
"1822","Terminalia amazonia_2005","Terminalia amazonia",2005,16,2,2
"1823","Terminalia amazonia_2010","Terminalia amazonia",2010,16,1,1
"1824","Terminalia amazonia_2015","Terminalia amazonia",2015,14,0,2
"1825","Terminalia oblonga_1982","Terminalia oblonga",1982,25,25,0
"1826","Terminalia oblonga_1985","Terminalia oblonga",1985,26,3,2
"1827","Terminalia oblonga_1990","Terminalia oblonga",1990,25,0,1
"1828","Terminalia oblonga_1995","Terminalia oblonga",1995,27,2,0
"1829","Terminalia oblonga_2000","Terminalia oblonga",2000,27,1,1
"1830","Terminalia oblonga_2005","Terminalia oblonga",2005,29,2,0
"1831","Terminalia oblonga_2010","Terminalia oblonga",2010,29,0,0
"1832","Terminalia oblonga_2015","Terminalia oblonga",2015,28,0,1
"1833","Ternstroemia tepezapote_1982","Ternstroemia tepezapote",1982,0,0,0
"1834","Ternstroemia tepezapote_1985","Ternstroemia tepezapote",1985,1,1,0
"1835","Ternstroemia tepezapote_1990","Ternstroemia tepezapote",1990,1,0,0
"1836","Ternstroemia tepezapote_1995","Ternstroemia tepezapote",1995,1,0,0
"1837","Ternstroemia tepezapote_2000","Ternstroemia tepezapote",2000,1,0,0
"1838","Ternstroemia tepezapote_2005","Ternstroemia tepezapote",2005,0,0,1
"1839","Ternstroemia tepezapote_2010","Ternstroemia tepezapote",2010,0,0,0
"1840","Ternstroemia tepezapote_2015","Ternstroemia tepezapote",2015,0,0,0
"1841","Tetragastris panamensis_1982","Tetragastris panamensis",1982,121,121,0
"1842","Tetragastris panamensis_1985","Tetragastris panamensis",1985,120,7,8
"1843","Tetragastris panamensis_1990","Tetragastris panamensis",1990,118,7,9
"1844","Tetragastris panamensis_1995","Tetragastris panamensis",1995,125,13,6
"1845","Tetragastris panamensis_2000","Tetragastris panamensis",2000,129,9,5
"1846","Tetragastris panamensis_2005","Tetragastris panamensis",2005,132,10,7
"1847","Tetragastris panamensis_2010","Tetragastris panamensis",2010,125,7,14
"1848","Tetragastris panamensis_2015","Tetragastris panamensis",2015,115,3,13
"1849","Tetrathylacium johansenii_1982","Tetrathylacium johansenii",1982,6,6,0
"1850","Tetrathylacium johansenii_1985","Tetrathylacium johansenii",1985,6,0,0
"1851","Tetrathylacium johansenii_1990","Tetrathylacium johansenii",1990,6,0,0
"1852","Tetrathylacium johansenii_1995","Tetrathylacium johansenii",1995,6,0,0
"1853","Tetrathylacium johansenii_2000","Tetrathylacium johansenii",2000,6,0,0
"1854","Tetrathylacium johansenii_2005","Tetrathylacium johansenii",2005,5,0,1
"1855","Tetrathylacium johansenii_2010","Tetrathylacium johansenii",2010,3,0,2
"1856","Tetrathylacium johansenii_2015","Tetrathylacium johansenii",2015,0,0,3
"1857","Theobroma cacao_1982","Theobroma cacao",1982,12,12,0
"1858","Theobroma cacao_1985","Theobroma cacao",1985,14,3,1
"1859","Theobroma cacao_1990","Theobroma cacao",1990,13,1,2
"1860","Theobroma cacao_1995","Theobroma cacao",1995,13,0,0
"1861","Theobroma cacao_2000","Theobroma cacao",2000,12,1,2
"1862","Theobroma cacao_2005","Theobroma cacao",2005,12,0,0
"1863","Theobroma cacao_2010","Theobroma cacao",2010,11,0,1
"1864","Theobroma cacao_2015","Theobroma cacao",2015,10,0,1
"1865","Thevetia ahouai_1982","Thevetia ahouai",1982,76,76,0
"1866","Thevetia ahouai_1985","Thevetia ahouai",1985,77,13,12
"1867","Thevetia ahouai_1990","Thevetia ahouai",1990,79,13,11
"1868","Thevetia ahouai_1995","Thevetia ahouai",1995,68,1,12
"1869","Thevetia ahouai_2000","Thevetia ahouai",2000,68,11,11
"1870","Thevetia ahouai_2005","Thevetia ahouai",2005,67,9,10
"1871","Thevetia ahouai_2010","Thevetia ahouai",2010,66,13,14
"1872","Thevetia ahouai_2015","Thevetia ahouai",2015,63,6,9
"1873","Tocoyena pittieri_1982","Tocoyena pittieri",1982,4,4,0
"1874","Tocoyena pittieri_1985","Tocoyena pittieri",1985,5,1,0
"1875","Tocoyena pittieri_1990","Tocoyena pittieri",1990,5,0,0
"1876","Tocoyena pittieri_1995","Tocoyena pittieri",1995,5,1,1
"1877","Tocoyena pittieri_2000","Tocoyena pittieri",2000,5,0,0
"1878","Tocoyena pittieri_2005","Tocoyena pittieri",2005,6,1,0
"1879","Tocoyena pittieri_2010","Tocoyena pittieri",2010,6,0,0
"1880","Tocoyena pittieri_2015","Tocoyena pittieri",2015,6,0,0
"1881","Trattinnickia aspera_1982","Trattinnickia aspera",1982,21,21,0
"1882","Trattinnickia aspera_1985","Trattinnickia aspera",1985,20,2,3
"1883","Trattinnickia aspera_1990","Trattinnickia aspera",1990,18,3,5
"1884","Trattinnickia aspera_1995","Trattinnickia aspera",1995,17,3,4
"1885","Trattinnickia aspera_2000","Trattinnickia aspera",2000,18,3,2
"1886","Trattinnickia aspera_2005","Trattinnickia aspera",2005,16,0,2
"1887","Trattinnickia aspera_2010","Trattinnickia aspera",2010,15,1,2
"1888","Trattinnickia aspera_2015","Trattinnickia aspera",2015,13,1,3
"1889","Trema micrantha_1982","Trema micrantha",1982,0,0,0
"1890","Trema micrantha_1985","Trema micrantha",1985,0,0,0
"1891","Trema micrantha_1990","Trema micrantha",1990,0,0,0
"1892","Trema micrantha_1995","Trema micrantha",1995,0,0,0
"1893","Trema micrantha_2000","Trema micrantha",2000,1,1,0
"1894","Trema micrantha_2005","Trema micrantha",2005,4,3,0
"1895","Trema micrantha_2010","Trema micrantha",2010,8,4,0
"1896","Trema micrantha_2015","Trema micrantha",2015,3,1,6
"1897","Trichanthera gigantea_1982","Trichanthera gigantea",1982,8,8,0
"1898","Trichanthera gigantea_1985","Trichanthera gigantea",1985,8,1,1
"1899","Trichanthera gigantea_1990","Trichanthera gigantea",1990,7,1,2
"1900","Trichanthera gigantea_1995","Trichanthera gigantea",1995,10,6,3
"1901","Trichanthera gigantea_2000","Trichanthera gigantea",2000,7,1,4
"1902","Trichanthera gigantea_2005","Trichanthera gigantea",2005,5,0,2
"1903","Trichanthera gigantea_2010","Trichanthera gigantea",2010,3,0,2
"1904","Trichanthera gigantea_2015","Trichanthera gigantea",2015,2,0,1
"1905","Trichilia pallida_1982","Trichilia pallida",1982,94,94,0
"1906","Trichilia pallida_1985","Trichilia pallida",1985,93,6,7
"1907","Trichilia pallida_1990","Trichilia pallida",1990,105,18,6
"1908","Trichilia pallida_1995","Trichilia pallida",1995,111,16,10
"1909","Trichilia pallida_2000","Trichilia pallida",2000,122,18,7
"1910","Trichilia pallida_2005","Trichilia pallida",2005,122,13,13
"1911","Trichilia pallida_2010","Trichilia pallida",2010,133,20,9
"1912","Trichilia pallida_2015","Trichilia pallida",2015,139,17,11
"1913","Trichilia tuberculata_1982","Trichilia tuberculata",1982,536,536,0
"1914","Trichilia tuberculata_1985","Trichilia tuberculata",1985,508,58,86
"1915","Trichilia tuberculata_1990","Trichilia tuberculata",1990,441,47,114
"1916","Trichilia tuberculata_1995","Trichilia tuberculata",1995,442,57,56
"1917","Trichilia tuberculata_2000","Trichilia tuberculata",2000,436,59,65
"1918","Trichilia tuberculata_2005","Trichilia tuberculata",2005,373,30,93
"1919","Trichilia tuberculata_2010","Trichilia tuberculata",2010,333,40,80
"1920","Trichilia tuberculata_2015","Trichilia tuberculata",2015,298,35,70
"1921","Trichospermum galeottii_1982","Trichospermum galeottii",1982,6,6,0
"1922","Trichospermum galeottii_1985","Trichospermum galeottii",1985,4,0,2
"1923","Trichospermum galeottii_1990","Trichospermum galeottii",1990,2,1,3
"1924","Trichospermum galeottii_1995","Trichospermum galeottii",1995,1,0,1
"1925","Trichospermum galeottii_2000","Trichospermum galeottii",2000,2,1,0
"1926","Trichospermum galeottii_2005","Trichospermum galeottii",2005,1,0,1
"1927","Trichospermum galeottii_2010","Trichospermum galeottii",2010,0,0,1
"1928","Trichospermum galeottii_2015","Trichospermum galeottii",2015,0,0,0
"1929","Triplaris cumingiana_1982","Triplaris cumingiana",1982,46,46,0
"1930","Triplaris cumingiana_1985","Triplaris cumingiana",1985,47,8,7
"1931","Triplaris cumingiana_1990","Triplaris cumingiana",1990,50,9,6
"1932","Triplaris cumingiana_1995","Triplaris cumingiana",1995,52,5,3
"1933","Triplaris cumingiana_2000","Triplaris cumingiana",2000,49,3,6
"1934","Triplaris cumingiana_2005","Triplaris cumingiana",2005,54,8,3
"1935","Triplaris cumingiana_2010","Triplaris cumingiana",2010,48,2,8
"1936","Triplaris cumingiana_2015","Triplaris cumingiana",2015,45,5,8
"1937","Trophis caucana_1982","Trophis caucana",1982,177,177,0
"1938","Trophis caucana_1985","Trophis caucana",1985,192,34,19
"1939","Trophis caucana_1990","Trophis caucana",1990,179,24,37
"1940","Trophis caucana_1995","Trophis caucana",1995,156,11,34
"1941","Trophis caucana_2000","Trophis caucana",2000,142,10,24
"1942","Trophis caucana_2005","Trophis caucana",2005,123,4,23
"1943","Trophis caucana_2010","Trophis caucana",2010,106,4,21
"1944","Trophis caucana_2015","Trophis caucana",2015,80,4,30
"1945","Trophis racemosa_1982","Trophis racemosa",1982,68,68,0
"1946","Trophis racemosa_1985","Trophis racemosa",1985,61,2,9
"1947","Trophis racemosa_1990","Trophis racemosa",1990,49,3,15
"1948","Trophis racemosa_1995","Trophis racemosa",1995,44,3,8
"1949","Trophis racemosa_2000","Trophis racemosa",2000,37,3,10
"1950","Trophis racemosa_2005","Trophis racemosa",2005,28,0,9
"1951","Trophis racemosa_2010","Trophis racemosa",2010,27,4,5
"1952","Trophis racemosa_2015","Trophis racemosa",2015,26,1,2
"1953","Turpinia occidentalis_1982","Turpinia occidentalis",1982,12,12,0
"1954","Turpinia occidentalis_1985","Turpinia occidentalis",1985,8,1,5
"1955","Turpinia occidentalis_1990","Turpinia occidentalis",1990,7,3,4
"1956","Turpinia occidentalis_1995","Turpinia occidentalis",1995,9,4,2
"1957","Turpinia occidentalis_2000","Turpinia occidentalis",2000,9,1,1
"1958","Turpinia occidentalis_2005","Turpinia occidentalis",2005,8,1,2
"1959","Turpinia occidentalis_2010","Turpinia occidentalis",2010,9,2,1
"1960","Turpinia occidentalis_2015","Turpinia occidentalis",2015,8,2,3
"1961","Unonopsis pittieri_1982","Unonopsis pittieri",1982,173,173,0
"1962","Unonopsis pittieri_1985","Unonopsis pittieri",1985,182,22,13
"1963","Unonopsis pittieri_1990","Unonopsis pittieri",1990,209,35,8
"1964","Unonopsis pittieri_1995","Unonopsis pittieri",1995,219,29,19
"1965","Unonopsis pittieri_2000","Unonopsis pittieri",2000,231,26,14
"1966","Unonopsis pittieri_2005","Unonopsis pittieri",2005,232,27,26
"1967","Unonopsis pittieri_2010","Unonopsis pittieri",2010,220,16,28
"1968","Unonopsis pittieri_2015","Unonopsis pittieri",2015,207,19,32
"1969","Virola multiflora_1982","Virola multiflora",1982,7,7,0
"1970","Virola multiflora_1985","Virola multiflora",1985,7,0,0
"1971","Virola multiflora_1990","Virola multiflora",1990,8,1,0
"1972","Virola multiflora_1995","Virola multiflora",1995,9,1,0
"1973","Virola multiflora_2000","Virola multiflora",2000,9,2,2
"1974","Virola multiflora_2005","Virola multiflora",2005,8,1,2
"1975","Virola multiflora_2010","Virola multiflora",2010,10,3,1
"1976","Virola multiflora_2015","Virola multiflora",2015,11,1,0
"1977","Virola sebifera_1982","Virola sebifera",1982,221,221,0
"1978","Virola sebifera_1985","Virola sebifera",1985,226,40,35
"1979","Virola sebifera_1990","Virola sebifera",1990,254,44,16
"1980","Virola sebifera_1995","Virola sebifera",1995,252,28,30
"1981","Virola sebifera_2000","Virola sebifera",2000,251,35,36
"1982","Virola sebifera_2005","Virola sebifera",2005,234,25,42
"1983","Virola sebifera_2010","Virola sebifera",2010,234,37,37
"1984","Virola sebifera_2015","Virola sebifera",2015,204,21,51
"1985","Virola surinamensis_1982","Virola surinamensis",1982,89,89,0
"1986","Virola surinamensis_1985","Virola surinamensis",1985,82,2,9
"1987","Virola surinamensis_1990","Virola surinamensis",1990,76,6,12
"1988","Virola surinamensis_1995","Virola surinamensis",1995,87,11,0
"1989","Virola surinamensis_2000","Virola surinamensis",2000,87,11,11
"1990","Virola surinamensis_2005","Virola surinamensis",2005,88,6,5
"1991","Virola surinamensis_2010","Virola surinamensis",2010,87,6,7
"1992","Virola surinamensis_2015","Virola surinamensis",2015,83,6,10
"1993","Vismia baccifera_1982","Vismia baccifera",1982,56,56,0
"1994","Vismia baccifera_1985","Vismia baccifera",1985,58,12,10
"1995","Vismia baccifera_1990","Vismia baccifera",1990,67,20,11
"1996","Vismia baccifera_1995","Vismia baccifera",1995,52,6,21
"1997","Vismia baccifera_2000","Vismia baccifera",2000,38,5,19
"1998","Vismia baccifera_2005","Vismia baccifera",2005,30,7,15
"1999","Vismia baccifera_2010","Vismia baccifera",2010,39,15,6
"2000","Vismia baccifera_2015","Vismia baccifera",2015,42,12,9
"2001","Vochysia ferruginea_1982","Vochysia ferruginea",1982,4,4,0
"2002","Vochysia ferruginea_1985","Vochysia ferruginea",1985,4,0,0
"2003","Vochysia ferruginea_1990","Vochysia ferruginea",1990,7,4,1
"2004","Vochysia ferruginea_1995","Vochysia ferruginea",1995,7,2,2
"2005","Vochysia ferruginea_2000","Vochysia ferruginea",2000,4,0,3
"2006","Vochysia ferruginea_2005","Vochysia ferruginea",2005,5,2,1
"2007","Vochysia ferruginea_2010","Vochysia ferruginea",2010,7,3,1
"2008","Vochysia ferruginea_2015","Vochysia ferruginea",2015,6,2,3
"2009","Xylopia macrantha_1982","Xylopia macrantha",1982,77,77,0
"2010","Xylopia macrantha_1985","Xylopia macrantha",1985,99,26,4
"2011","Xylopia macrantha_1990","Xylopia macrantha",1990,128,33,4
"2012","Xylopia macrantha_1995","Xylopia macrantha",1995,143,19,4
"2013","Xylopia macrantha_2000","Xylopia macrantha",2000,161,26,8
"2014","Xylopia macrantha_2005","Xylopia macrantha",2005,193,41,9
"2015","Xylopia macrantha_2010","Xylopia macrantha",2010,221,36,8
"2016","Xylopia macrantha_2015","Xylopia macrantha",2015,261,54,14
"2017","Xylosma oligandra_1982","Xylosma oligandra",1982,82,82,0
"2018","Xylosma oligandra_1985","Xylosma oligandra",1985,86,13,9
"2019","Xylosma oligandra_1990","Xylosma oligandra",1990,83,11,14
"2020","Xylosma oligandra_1995","Xylosma oligandra",1995,78,8,13
"2021","Xylosma oligandra_2000","Xylosma oligandra",2000,68,6,16
"2022","Xylosma oligandra_2005","Xylosma oligandra",2005,50,1,19
"2023","Xylosma oligandra_2010","Xylosma oligandra",2010,41,2,11
"2024","Xylosma oligandra_2015","Xylosma oligandra",2015,24,2,19
"2025","Zanthoxylum acuminatum_1982","Zanthoxylum acuminatum",1982,6,6,0
"2026","Zanthoxylum acuminatum_1985","Zanthoxylum acuminatum",1985,6,1,1
"2027","Zanthoxylum acuminatum_1990","Zanthoxylum acuminatum",1990,10,4,0
"2028","Zanthoxylum acuminatum_1995","Zanthoxylum acuminatum",1995,8,3,5
"2029","Zanthoxylum acuminatum_2000","Zanthoxylum acuminatum",2000,10,2,0
"2030","Zanthoxylum acuminatum_2005","Zanthoxylum acuminatum",2005,12,6,4
"2031","Zanthoxylum acuminatum_2010","Zanthoxylum acuminatum",2010,13,3,2
"2032","Zanthoxylum acuminatum_2015","Zanthoxylum acuminatum",2015,10,2,5
"2033","Zanthoxylum ekmanii_1982","Zanthoxylum ekmanii",1982,51,51,0
"2034","Zanthoxylum ekmanii_1985","Zanthoxylum ekmanii",1985,56,10,5
"2035","Zanthoxylum ekmanii_1990","Zanthoxylum ekmanii",1990,57,13,12
"2036","Zanthoxylum ekmanii_1995","Zanthoxylum ekmanii",1995,75,29,11
"2037","Zanthoxylum ekmanii_2000","Zanthoxylum ekmanii",2000,94,25,6
"2038","Zanthoxylum ekmanii_2005","Zanthoxylum ekmanii",2005,97,20,17
"2039","Zanthoxylum ekmanii_2010","Zanthoxylum ekmanii",2010,92,7,12
"2040","Zanthoxylum ekmanii_2015","Zanthoxylum ekmanii",2015,69,6,29
"2041","Zanthoxylum panamense_1982","Zanthoxylum panamense",1982,18,18,0
"2042","Zanthoxylum panamense_1985","Zanthoxylum panamense",1985,17,4,5
"2043","Zanthoxylum panamense_1990","Zanthoxylum panamense",1990,16,3,4
"2044","Zanthoxylum panamense_1995","Zanthoxylum panamense",1995,15,3,4
"2045","Zanthoxylum panamense_2000","Zanthoxylum panamense",2000,17,5,3
"2046","Zanthoxylum panamense_2005","Zanthoxylum panamense",2005,16,5,6
"2047","Zanthoxylum panamense_2010","Zanthoxylum panamense",2010,23,10,3
"2048","Zanthoxylum panamense_2015","Zanthoxylum panamense",2015,20,0,3
"2049","Zanthoxylum setulosum_1982","Zanthoxylum setulosum",1982,1,1,0
"2050","Zanthoxylum setulosum_1985","Zanthoxylum setulosum",1985,1,0,0
"2051","Zanthoxylum setulosum_1990","Zanthoxylum setulosum",1990,1,0,0
"2052","Zanthoxylum setulosum_1995","Zanthoxylum setulosum",1995,1,0,0
"2053","Zanthoxylum setulosum_2000","Zanthoxylum setulosum",2000,1,0,0
"2054","Zanthoxylum setulosum_2005","Zanthoxylum setulosum",2005,1,0,0
"2055","Zanthoxylum setulosum_2010","Zanthoxylum setulosum",2010,1,0,0
"2056","Zanthoxylum setulosum_2015","Zanthoxylum setulosum",2015,0,0,1
"2057","Zuelania guidonia_1982","Zuelania guidonia",1982,5,5,0
"2058","Zuelania guidonia_1985","Zuelania guidonia",1985,5,0,0
"2059","Zuelania guidonia_1990","Zuelania guidonia",1990,5,0,0
"2060","Zuelania guidonia_1995","Zuelania guidonia",1995,6,1,0
"2061","Zuelania guidonia_2000","Zuelania guidonia",2000,4,0,2
"2062","Zuelania guidonia_2005","Zuelania guidonia",2005,4,1,1
"2063","Zuelania guidonia_2010","Zuelania guidonia",2010,3,0,1
"2064","Zuelania guidonia_2015","Zuelania guidonia",2015,3,0,0
